source_file,project,sales_revenue,upholstery_revenue,total_income,cogs_direct,powder_coating,finish_dept_supplies,freight_delivery_cos,metal_dept_supplies,wood_dept_supplies,upholstery_cost,job_materials,supplies_materials_cogs,total_cogs,gross_profit,gross_margin_pct,hourly_costs,freight_delivery,shipping_delivery,car_truck_fuel,event_expenses,total_expenses,net_operating_income,net_income,net_margin_pct,labor_pct_of_revenue,materials_pct_of_revenue,quote_price,material_cost,labor_cost,delivery_cost,has_metal_work,has_wood_work,has_finishing,has_powder_coating,has_upholstery,num_work_types,labor_ratio,material_ratio,avg_dept_cost,data_source,job_id,customer_name,estimated_labor_hours,wood_species,finishing_complexity,estimated_machine_hours,length_in,width_in,height_in,quantity,delivery_miles,installation_required,hardware_cost,material_grade,waste_factor_pct,finish_material_cost,overhead_allocation,job_complexity_score,risk_adjustment_pct,estimator_notes,volume_cubic_in,surface_area_sq_in,total_volume,labor_per_dollar,high_complexity
,,,,,,,,,,,,,,,,,,,,,,,,,,,,200735.0,,,,,,,,,,,,,synthetic,11.0,Customer_11,35.0,Oak,5.0,6.0,82.0,33.0,39.0,2.0,41.0,0.0,61.0,Standard,20.0,133.0,383.0,4.0,11.0,tight space,105534.0,14382.0,211068.0,0.0001743592298303734,1.0
B10^MUnion^J^MLLC_Project^MProfitability^Mfor^MPixel^MDesigns^MAlexan^MGlenwood.txt,Pixel Design's Alexan Glenwood,62000.0,0.0,62000.0,8946.52,855.97,0.0,0.0,0.0,1176.37,4596.51,0.0,0.0,15575.37,46424.63,74.87843548387096,24305.36,639.25,245.07,0.0,33.6,25223.28,21201.35,21201.35,34.19572580645161,39.2021935483871,25.121564516129038,62000.0,15575.37,24305.36,884.3199999999999,0.0,1.0,0.0,1.0,1.0,3.0,0.392021935483871,0.25121564516129036,5191.79,profitability,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9012.0,,,,,,,,,,,,,synthetic,65.0,Customer_65,39.0,Maple,5.0,10.0,26.0,44.0,17.0,18.0,9.0,0.0,137.0,Standard,11.0,385.0,112.0,2.0,3.0,large order,19448.0,4668.0,350064.0,0.004327563249001331,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,450089.0,,,,,,,,,,,,,synthetic,82.0,Customer_82,26.0,Pine,1.0,6.0,115.0,43.0,61.0,7.0,28.0,0.0,246.0,Premium,2.0,471.0,354.0,5.0,7.0,fragile,301645.0,29166.0,2111515.0,5.776635287687546e-05,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,423345.0,,,,,,,,,,,,,synthetic,98.0,Customer_98,5.0,Oak,2.0,6.0,65.0,45.0,41.0,13.0,12.0,1.0,95.0,Standard,2.0,378.0,138.0,4.0,12.0,large order,119925.0,14870.0,1559025.0,1.1810698130366487e-05,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,305947.0,,,,,,,,,,,,,synthetic,68.0,Customer_68,40.0,Pine,2.0,2.0,108.0,48.0,16.0,19.0,13.0,1.0,61.0,Economy,3.0,88.0,336.0,2.0,8.0,custom jig,82944.0,15360.0,1575936.0,0.000130741599035127,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,238214.0,,,,,,,,,,,,,synthetic,16.0,Customer_16,9.0,Pine,5.0,5.0,34.0,27.0,84.0,6.0,15.0,0.0,258.0,Standard,19.0,251.0,445.0,3.0,14.0,standard job,77112.0,12084.0,462672.0,3.778115476000571e-05,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,138217.0,,,,,,,,,,,,,synthetic,80.0,Customer_80,22.0,Oak,3.0,0.0,68.0,40.0,41.0,16.0,39.0,1.0,17.0,Economy,0.0,77.0,470.0,2.0,1.0,upscale client,111520.0,14296.0,1784320.0,0.00015917000079585,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,448472.0,,,,,,,,,,,,,synthetic,93.0,Customer_93,40.0,Oak,4.0,10.0,72.0,28.0,85.0,17.0,46.0,1.0,79.0,Economy,18.0,263.0,248.0,1.0,6.0,tight space,171360.0,21032.0,2913120.0,8.919174441213722e-05,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,475766.0,,,,,,,,,,,,,synthetic,96.0,Customer_96,33.0,Maple,1.0,3.0,62.0,46.0,29.0,10.0,38.0,0.0,13.0,Economy,2.0,107.0,287.0,5.0,1.0,upscale client,82708.0,11968.0,827080.0,6.936182913449048e-05,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200.0,,,,,,,,,,,,,quotes,3.0,Lee,20.0,MDF,5.0,4.0,100.0,30.0,40.0,4.0,25.0,1.0,75.0,Economy,12.0,150.0,250.0,4.0,10.0,"large order, fragile handling",120000.0,16400.0,480000.0,0.0038461538461538464,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,quotes,2.0,Johnson,8.0,Oak,2.0,1.0,60.0,20.0,30.0,1.0,5.0,0.0,20.0,Standard,5.0,60.0,150.0,2.0,0.0,standard job,36000.0,7200.0,36000.0,0.006666666666666667,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204361.0,,,,,,,,,,,,,synthetic,30.0,Customer_30,37.0,MDF,5.0,5.0,71.0,36.0,12.0,16.0,38.0,0.0,277.0,Economy,2.0,75.0,253.0,3.0,4.0,standard job,30672.0,7680.0,490752.0,0.00018105215770132266,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400.0,,,,,,,,,,,,,quotes,5.0,Garcia,15.0,Oak,4.0,2.0,90.0,28.0,34.0,2.0,12.0,1.0,55.0,Premium,9.0,120.0,220.0,3.0,5.0,"upscale client, tight deadline",85680.0,13064.0,171360.0,0.004411764705882353,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,71140.0,,,,,,,,,,,,,synthetic,36.0,Customer_36,14.0,Pine,5.0,7.0,59.0,36.0,32.0,4.0,9.0,0.0,191.0,Economy,2.0,176.0,198.0,4.0,1.0,standard job,67968.0,10328.0,271872.0,0.0001967950520101209,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,487962.0,,,,,,,,,,,,,synthetic,42.0,Customer_42,20.0,MDF,3.0,6.0,112.0,15.0,47.0,6.0,30.0,1.0,181.0,Standard,6.0,90.0,301.0,2.0,2.0,large order,78960.0,15298.0,473760.0,4.098679815231514e-05,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,258302.0,,,,,,,,,,,,,synthetic,67.0,Customer_67,17.0,Oak,3.0,4.0,98.0,20.0,45.0,12.0,34.0,0.0,0.0,Economy,7.0,319.0,159.0,5.0,7.0,custom jig,88200.0,14540.0,1058400.0,6.581443426686592e-05,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,319217.0,,,,,,,,,,,,,synthetic,31.0,Customer_31,32.0,MDF,4.0,4.0,70.0,41.0,73.0,20.0,4.0,1.0,217.0,Premium,15.0,340.0,138.0,4.0,0.0,tight space,209510.0,21946.0,4190200.0,0.00010024528768831234,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,193575.0,,,,,,,,,,,,,synthetic,13.0,Customer_13,11.0,Oak,3.0,10.0,32.0,48.0,62.0,10.0,43.0,1.0,159.0,Premium,8.0,179.0,212.0,1.0,9.0,large order,95232.0,12992.0,952320.0,5.682551982435748e-05,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800.0,,,,,,,,,,,,,quotes,4.0,Patel,10.0,Pine,3.0,2.0,70.0,22.0,32.0,3.0,8.0,0.0,30.0,Standard,8.0,90.0,180.0,2.0,0.0,straightforward build,49280.0,8968.0,147840.0,0.005555555555555556,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,267069.0,,,,,,,,,,,,,synthetic,83.0,Customer_83,40.0,Pine,3.0,2.0,74.0,44.0,19.0,2.0,34.0,1.0,164.0,Economy,20.0,397.0,322.0,2.0,6.0,custom jig,61864.0,10996.0,123728.0,0.0001497740284345993,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2105.0,,,,,,,,,,,,,synthetic,61.0,Customer_61,22.0,Pine,2.0,9.0,64.0,48.0,17.0,20.0,25.0,1.0,228.0,Standard,0.0,436.0,249.0,5.0,5.0,standard job,52224.0,9952.0,1044480.0,0.010451306413301662,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,105092.0,,,,,,,,,,,,,synthetic,59.0,Customer_59,38.0,Pine,1.0,2.0,38.0,36.0,39.0,10.0,38.0,1.0,272.0,Economy,6.0,85.0,225.0,4.0,8.0,standard job,53352.0,8508.0,533520.0,0.00036158794199368175,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,494995.0,,,,,,,,,,,,,synthetic,23.0,Customer_23,31.0,Pine,5.0,4.0,29.0,46.0,48.0,17.0,45.0,1.0,94.0,Economy,2.0,187.0,215.0,5.0,4.0,large order,64032.0,9868.0,1088544.0,6.262689522116385e-05,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,66703.0,,,,,,,,,,,,,synthetic,45.0,Customer_45,17.0,MDF,2.0,0.0,77.0,14.0,27.0,11.0,11.0,1.0,223.0,Premium,15.0,455.0,457.0,4.0,7.0,custom jig,29106.0,7070.0,320166.0,0.00025486110070011844,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,330150.0,,,,,,,,,,,,,synthetic,69.0,Customer_69,11.0,MDF,1.0,6.0,37.0,43.0,62.0,6.0,32.0,1.0,152.0,Premium,16.0,224.0,408.0,3.0,6.0,standard job,98642.0,13102.0,591852.0,3.3318188702105105e-05,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,389588.0,,,,,,,,,,,,,synthetic,81.0,Customer_81,31.0,Maple,3.0,0.0,117.0,15.0,12.0,8.0,28.0,0.0,287.0,Standard,9.0,457.0,465.0,2.0,11.0,custom jig,21060.0,6678.0,168480.0,7.957123936055525e-05,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,53776.0,,,,,,,,,,,,,synthetic,89.0,Customer_89,10.0,Oak,4.0,9.0,68.0,28.0,37.0,14.0,1.0,0.0,192.0,Economy,18.0,180.0,391.0,3.0,9.0,tight space,70448.0,10912.0,986272.0,0.00018595656054745611,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,183823.0,,,,,,,,,,,,,synthetic,7.0,Customer_7,11.0,Pine,3.0,7.0,86.0,22.0,92.0,8.0,34.0,1.0,288.0,Standard,4.0,489.0,330.0,2.0,8.0,fragile,174064.0,23656.0,1392512.0,5.9840172339696336e-05,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,428911.0,,,,,,,,,,,,,synthetic,33.0,Customer_33,8.0,Pine,4.0,3.0,39.0,35.0,91.0,2.0,48.0,0.0,159.0,Premium,19.0,151.0,495.0,2.0,2.0,large order,124215.0,16198.0,248430.0,1.8651888153952684e-05,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,477001.0,,,,,,,,,,,,,synthetic,41.0,Customer_41,16.0,Oak,5.0,7.0,65.0,20.0,61.0,2.0,4.0,1.0,164.0,Standard,5.0,338.0,235.0,5.0,0.0,standard job,79300.0,12970.0,158600.0,3.354290661864441e-05,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,20316.0,,,,,,,,,,,,,synthetic,78.0,Customer_78,27.0,Maple,3.0,8.0,94.0,17.0,44.0,17.0,28.0,0.0,149.0,Standard,17.0,468.0,148.0,1.0,3.0,tight space,70312.0,12964.0,1195304.0,0.0013290017720023627,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,88333.0,,,,,,,,,,,,,synthetic,94.0,Customer_94,19.0,MDF,3.0,5.0,95.0,36.0,93.0,12.0,14.0,1.0,25.0,Premium,14.0,287.0,365.0,1.0,6.0,fragile,318060.0,31206.0,3816720.0,0.00021509515130245776,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,337503.0,,,,,,,,,,,,,synthetic,97.0,Customer_97,40.0,Oak,1.0,10.0,63.0,37.0,66.0,12.0,38.0,0.0,3.0,Economy,12.0,209.0,260.0,5.0,9.0,large order,153846.0,17862.0,1846152.0,0.00011851746502994048,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,247465.0,,,,,,,,,,,,,synthetic,77.0,Customer_77,38.0,Maple,2.0,3.0,48.0,37.0,86.0,6.0,1.0,1.0,16.0,Economy,10.0,442.0,463.0,3.0,2.0,large order,152736.0,18172.0,916416.0,0.0001535570686763785,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,415508.0,,,,,,,,,,,,,synthetic,90.0,Customer_90,24.0,MDF,3.0,10.0,63.0,22.0,47.0,17.0,38.0,1.0,97.0,Economy,14.0,151.0,345.0,5.0,7.0,fragile,65142.0,10762.0,1107414.0,5.776062073413749e-05,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,431959.0,,,,,,,,,,,,,synthetic,87.0,Customer_87,12.0,Maple,5.0,5.0,45.0,15.0,37.0,13.0,33.0,0.0,74.0,Premium,5.0,145.0,227.0,5.0,9.0,fragile,24975.0,5790.0,324675.0,2.7780414344879955e-05,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,243304.0,,,,,,,,,,,,,synthetic,43.0,Customer_43,6.0,MDF,1.0,1.0,115.0,31.0,83.0,9.0,38.0,0.0,189.0,Economy,16.0,408.0,411.0,1.0,5.0,standard job,295895.0,31366.0,2663055.0,2.466050702002433e-05,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,191732.0,,,,,,,,,,,,,synthetic,32.0,Customer_32,33.0,Maple,4.0,4.0,46.0,21.0,80.0,4.0,33.0,0.0,222.0,Premium,9.0,249.0,246.0,2.0,15.0,tight space,77280.0,12652.0,309120.0,0.00017211524419502222,1.0
B10^MUnion^J^MLLC_Project^MProfitability^Mfor^MLevel^MDesigns^MAlexan^MKendall^MNorth (1).txt,Level Design's Alexan Kendall North,23000.0,14000.0,23000.0,913.48,160.74,1040.3,0.0,0.0,242.49,0.0,0.0,0.0,2357.01,20642.99,89.75213043478261,6629.96,0.0,0.0,0.0,0.0,6629.96,14013.03,14013.03,60.92621739130435,28.825913043478263,10.247869565217393,23000.0,2357.01,6629.96,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.28825913043478263,0.10247869565217392,785.6700000000001,profitability,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,118533.0,,,,,,,,,,,,,synthetic,58.0,Customer_58,17.0,Maple,3.0,7.0,25.0,37.0,25.0,19.0,6.0,0.0,110.0,Standard,13.0,362.0,338.0,4.0,12.0,standard job,23125.0,4950.0,439375.0,0.00014341997587169816,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,218626.0,,,,,,,,,,,,,synthetic,9.0,Customer_9,38.0,Maple,2.0,4.0,70.0,25.0,14.0,1.0,4.0,0.0,254.0,Economy,13.0,358.0,382.0,1.0,14.0,upscale client,24500.0,6160.0,24500.0,0.0001738128127487124,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,82574.0,,,,,,,,,,,,,synthetic,24.0,Customer_24,26.0,Oak,2.0,0.0,90.0,29.0,36.0,10.0,30.0,1.0,173.0,Standard,17.0,287.0,441.0,2.0,14.0,large order,93960.0,13788.0,939600.0,0.00031486908712185434,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2042.0,,,,,,,,,,,,,synthetic,40.0,Customer_40,17.0,Maple,4.0,9.0,28.0,46.0,86.0,18.0,46.0,0.0,8.0,Premium,9.0,441.0,500.0,5.0,5.0,standard job,110768.0,15304.0,1993824.0,0.00832517140058766,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,317928.0,,,,,,,,,,,,,synthetic,46.0,Customer_46,11.0,Maple,4.0,9.0,115.0,47.0,19.0,18.0,27.0,0.0,40.0,Economy,3.0,191.0,244.0,1.0,0.0,custom jig,102695.0,16966.0,1848510.0,3.45990287109031e-05,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,305573.0,,,,,,,,,,,,,synthetic,66.0,Customer_66,40.0,Maple,3.0,8.0,40.0,20.0,86.0,15.0,23.0,0.0,93.0,Standard,16.0,68.0,417.0,4.0,11.0,large order,68800.0,11920.0,1032000.0,0.0001309016176167397,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,138811.0,,,,,,,,,,,,,synthetic,50.0,Customer_50,22.0,MDF,3.0,0.0,108.0,25.0,84.0,14.0,0.0,0.0,172.0,Premium,12.0,259.0,468.0,2.0,11.0,tight space,226800.0,27744.0,3175200.0,0.00015848888056422042,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,240969.0,,,,,,,,,,,,,synthetic,85.0,Customer_85,5.0,Maple,1.0,2.0,110.0,23.0,31.0,5.0,36.0,1.0,225.0,Standard,20.0,427.0,454.0,4.0,9.0,tight space,78430.0,13306.0,392150.0,2.0749556996958116e-05,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,423821.0,,,,,,,,,,,,,synthetic,63.0,Customer_63,14.0,Pine,3.0,3.0,102.0,17.0,62.0,2.0,14.0,0.0,25.0,Economy,18.0,172.0,399.0,5.0,5.0,fragile,107508.0,18224.0,215016.0,3.30328133811208e-05,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,362252.0,,,,,,,,,,,,,synthetic,86.0,Customer_86,27.0,Maple,1.0,0.0,97.0,41.0,70.0,14.0,22.0,0.0,114.0,Economy,16.0,13.0,108.0,2.0,12.0,upscale client,278390.0,27274.0,3897460.0,7.453374998619745e-05,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,43501.0,,,,,,,,,,,,,synthetic,100.0,Customer_100,6.0,Oak,1.0,7.0,53.0,15.0,29.0,5.0,24.0,1.0,72.0,Economy,14.0,304.0,476.0,4.0,11.0,large order,23055.0,5534.0,115275.0,0.00013792786372727065,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,427435.0,,,,,,,,,,,,,synthetic,79.0,Customer_79,23.0,Pine,1.0,5.0,109.0,39.0,74.0,8.0,48.0,0.0,223.0,Economy,12.0,477.0,314.0,3.0,10.0,custom jig,314574.0,30406.0,2516592.0,5.380935112941149e-05,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,483505.0,,,,,,,,,,,,,synthetic,5.0,Customer_5,7.0,Pine,4.0,1.0,29.0,15.0,65.0,18.0,25.0,0.0,161.0,Premium,9.0,445.0,369.0,4.0,8.0,tight space,28275.0,6590.0,508950.0,1.447761657066628e-05,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,133772.0,,,,,,,,,,,,,synthetic,19.0,Customer_19,6.0,Oak,1.0,3.0,47.0,44.0,35.0,20.0,10.0,0.0,103.0,Premium,19.0,253.0,326.0,1.0,2.0,tight space,72380.0,10506.0,1447600.0,4.4852435487246955e-05,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,445123.0,,,,,,,,,,,,,synthetic,18.0,Customer_18,19.0,Oak,5.0,9.0,83.0,13.0,12.0,16.0,11.0,1.0,36.0,Economy,8.0,232.0,198.0,3.0,15.0,fragile,12948.0,4462.0,207168.0,4.268483093437095e-05,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,380362.0,,,,,,,,,,,,,synthetic,75.0,Customer_75,12.0,Maple,3.0,5.0,74.0,40.0,89.0,8.0,40.0,1.0,256.0,Standard,13.0,100.0,445.0,4.0,5.0,fragile,263440.0,26212.0,2107520.0,3.154889289676676e-05,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,202164.0,,,,,,,,,,,,,synthetic,8.0,Customer_8,10.0,Oak,5.0,8.0,95.0,23.0,45.0,1.0,47.0,1.0,98.0,Economy,11.0,359.0,313.0,3.0,2.0,tight space,98325.0,14990.0,98325.0,4.9464790961793396e-05,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,178289.0,,,,,,,,,,,,,synthetic,14.0,Customer_14,15.0,MDF,2.0,6.0,25.0,14.0,67.0,17.0,48.0,1.0,129.0,Economy,4.0,223.0,324.0,1.0,2.0,standard job,23450.0,5926.0,398650.0,8.413306485537526e-05,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,53421.0,,,,,,,,,,,,,synthetic,26.0,Customer_26,39.0,Pine,3.0,3.0,88.0,19.0,27.0,14.0,11.0,1.0,142.0,Economy,1.0,321.0,387.0,3.0,8.0,standard job,45144.0,9122.0,632016.0,0.0007300499803448082,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,450516.0,,,,,,,,,,,,,synthetic,52.0,Customer_52,5.0,Pine,2.0,10.0,74.0,45.0,49.0,18.0,33.0,0.0,285.0,Standard,14.0,346.0,407.0,1.0,5.0,upscale client,163170.0,18322.0,2937060.0,1.109838496302018e-05,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,106581.0,,,,,,,,,,,,,synthetic,15.0,Customer_15,5.0,Maple,4.0,4.0,67.0,37.0,43.0,6.0,31.0,0.0,202.0,Standard,16.0,254.0,393.0,5.0,3.0,large order,106597.0,13902.0,639582.0,4.6912676743509634e-05,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,180319.0,,,,,,,,,,,,,synthetic,27.0,Customer_27,25.0,Oak,3.0,9.0,81.0,33.0,60.0,20.0,41.0,1.0,100.0,Standard,0.0,263.0,152.0,4.0,11.0,large order,160380.0,19026.0,3207600.0,0.00013864318236015061,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,163773.0,,,,,,,,,,,,,synthetic,49.0,Customer_49,4.0,Oak,5.0,4.0,78.0,17.0,92.0,5.0,30.0,1.0,258.0,Standard,20.0,22.0,152.0,5.0,9.0,tight space,121992.0,20132.0,609960.0,2.4424050362391847e-05,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,114565.0,,,,,,,,,,,,,synthetic,44.0,Customer_44,9.0,Pine,5.0,9.0,67.0,43.0,56.0,15.0,20.0,0.0,202.0,Premium,4.0,163.0,326.0,3.0,3.0,custom jig,161336.0,18082.0,2420040.0,7.855802382926723e-05,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,354056.0,,,,,,,,,,,,,synthetic,20.0,Customer_20,32.0,MDF,5.0,1.0,105.0,13.0,65.0,3.0,15.0,1.0,168.0,Economy,3.0,160.0,167.0,1.0,13.0,tight space,88725.0,18070.0,266175.0,9.038118263777482e-05,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,52434.0,,,,,,,,,,,,,synthetic,38.0,Customer_38,23.0,MDF,4.0,8.0,109.0,24.0,70.0,19.0,48.0,0.0,232.0,Economy,18.0,75.0,364.0,4.0,13.0,large order,183120.0,23852.0,3479280.0,0.0004386466796353511,1.0
